Tweet	Cleaned_Text	Sentiment
"USER Ingat baik-baik kata si royson, ""jokowi kacung gua..!""\n\nItulah mungkin alasan fundamentalnya kenapa rezim ini justru seperti sengaja masuk ke dalam ""Debt Trap"" KOMUNIS CINA!\n\nSo, menjadi wajib untuk #2019GantiPresiden!',1,1,1,0,0,1,0,0,0,1,0,0;;;;;;;;;;;;"	['sih royson jokowi kacung gue alas fundamental rezim sepe i sengaja masuk debt trap komunis cina north sumatera offshore wajib 2019 ganti presiden 1 1 1 0 0 1 0 0 0 1 0 0']	negative
USER USER WKWKWKWK MAMPUS. aku mau pepet ujin ah'	['wkwk mampus pepet uji ah']	negative
Gubernur jaman now ya anti hoax bukan nyebar isu yang tidak pasti #GanjarYasinMenang #GanjarYasin1 #KamiGanjarYasin	['gubernur jaman now ya anti hoaks sebar isu ganjar yasin menang ganjar yasin 1 ganjar yasin']	neutral
Azan di TV manggil2 Allah SWT dungu & biadab harus dihentikan dan acara catut nama Tuhan tidak boleh dilanjutkan	['azan televisi panggil manggil allah subhanahu wa taala dungu biadab henti acara catut nama tuhan lanjut']	negative
USER USER USER USER Semua itu terdapat pada kelakuan bani CEBONG....'	['laku bani cebong']	negative
Aku dah la baju macam yahudi betopi siap. 4 bas tu geng semua jubah putih kopiah minyak atar bejanggut dahi belekuk bak ahli syurga siap. Ni betol2 out of place. Mohon ak tak direjam'	['baju yahudi top 4 bas geng jubah putih kopiah minyak atar janggut dahi belekok bak ahli syurga nih out of place mohon rajam']	negative
USER Gua ge akan marah. Cuma auto blacklist dari kehidupan gue.\n\nSampah apa gunanya kalo ga didaur ulang?'	['gue ge marah auto daftar hitam hidup gue sampah guna daur ulang']	negative
USER USER Anjir apa rasanyaa bekas silit mah'	['anjir bekas silit']	negative
USER USER Cebong makin kepanasan jadi makin ngawur. \xf0\x9f\x98\x95\xf0\x9f\x98\x95'	['cebong panas ngawur xf0 x9f x98 x95 xf0 x9f x98 x95']	negative
amin smoga kalian bertiga bisa jd menampilkan yang terbaik dan menyumbangan medali buat sumsel	['amin moga be iga tampil baik sumbang medali sumatra selatan']	neutral
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER	['']	negative
"#GubernurZamanNow #GusIpulPuti2 #GanjarYasin1 #DjarotSihar2 #HasanAnton2 #KosterAce1 #NurdinSudirman3 #KarolinGidot2 RT USER: ""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsuâ?¦,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['gubernur zaman now gus ipul puti 2 ganjar yasin 1 djarot sihar 2 hasan anton 2 koster ace 1 nurdin sudirman 3 karolin gidot 2 keanekaragaman budaya suku agama sungguh kaya djarot hadap pese a rakercabsu 0 0 0 0 0 0 0 0 0 0 0 0']	neutral
USER edan aq yang masi newbie menangis saja liatnya yampun kartu R w aja masi dikit bat'	['edan mula menang lihat ya ampun kakak r gue banget']	negative
Nah..klo PKI alias Partai Korupsi Indonesia perlu diganyang juga ga?	['partai komunis indonesia alias ai korupsi indonesia ganyang']	negative
dijual lagi gua kaya jablay'	['jual gue kayak jablay']	positive
USER Mata w pas kecil sipit tp skrg malah engga. Aneh pisan'	['mata gue pas sipit aneh banget']	negative
Ko ingt aku buat banci ke gigih nk kira URL	['banci gigih natural killer uniform resource locator']	negative
MEWASPADAI CINA KOMUNIS YANG ADA DI INDONESIA!	['waspada cina komunis indonesia']	negative
USER Banci kampungan HEEEE!!!'	['banci kampung heeee']	positive
USER Gembel ganteng ga perlu dikasihani karena byk yg mencintainya. Asik asik jos'	['gembel ganteng kasihan cinta asyik asyik hebat']	positive
dekalarasi pilkada 2018 aman dan anti hoax Toga jemirahan jabon	['deklarasi pilih kepala daerah 2018 aman anti hoaks toga jemirahan jabon']	neutral
Setiausaha Agung Pas Datuk Takiyuddin Hassan sahkan ada pihak cuba pinda perlembagaan parti ini seperti yang dikatakan Presiden parti sebelum ini.	['setia usaha agung pas datuk takiyuddin hasan sahkan cuba pinda lembaga i sepe i presiden i']	neutral
USER USER EMANGNYA AKU NAJIS'	['memang najis']	negative
USER USER USER USER USER USER USER USER USER Sastra e karl mark. PENTOLAN komunis rusia.'	['sastra e karl mark pentol komunis rusia']	neutral
USER USER Ganti rezim kacung lah.. Cebong mah gitu kalo ditanya'	['ganti rezim kacung cebong']	negative
USER Kelamaan jomblo nanti jablay :('	['jomlo jablay']	negative
Perjaka kq di jual... \nSok sok an mau booking.. Tante idiot njir..'	['perjaka jual sok sok an booking tante idiot anjir']	negative
USER Rev 1: jgn pilih ulama yg DEKAT DG KAFIR dan MUNAFIK'	['rev 1 pilih ulama kafir munafik']	negative
Buat ngejaga kebersihan lingkungan tuh orang2 belum pada melek sama kewajibannya. Asal buang sampah dan ngomong = kan ada petugas kebersihannya'	['jaga bersih lingkung orang orang melek wajib buang sampah bicara tugas bersih']	negative
Segala permasalahan saat ini hanya ada satu solusi #2019GantiPresiden ; Jika pun tdk berdampak signifikan,sekurang?nya kita telah mengobati dan mencegah penyakit ini bertambah parah.,1,0,1,0,0,0,0,0,1,1,0,0;;;;;;;;;;;;	['masalah solusi 2019 ganti presiden dampak signifikan kurang nya obat cegah sakit be ambah parah 1 0 1 0 0 0 0 0 1 1 0 0']	negative
"USER Gampang kak, u buka hp, buka browser, ketik ""budaya palembang""; ; Silahkan menikmati pembelajaran denngan gratis:))),0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['gampang kak buka handphone buka browser ketik budaya palembang sila nikmat ajar gratis 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER USER Segerombolan onta yg ngaku membela umat tapi itu semata2 demi kepentinga politik praktis.TGB jauh lebih demokratis dia mementingkan umat yg berpikiran modern.salut untukmu TGB'	['gerombol onta aku bela umat mata penting politik praktis tuan guru bajang demokratis penting umat pikir modern salut untuk tuan guru bajang']	negative
USER Culun mending kampung jes'	['culun mending kampung jess']	negative
RT USER: Goyangan jilboob mantap bener nih hyper kontol doi. \n\nTadi sambil squirt loh... \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\n\nYang belum nonton live nya.. Besok doi\xe2\x80\xa6'	['goyang jilboobs mantap nih hyper kontol squi xf0 x9f x98 x8d xf0 x9f x98 x8d xf0 x9f x98 x8d tonton live nya besok xe2 x80 xa6']	positive
Presiden Aspek Indonesia Mbak USER :; Kami tidak Anti Investasi Asing; Tapi , apabila berubah jadi Invasi Asing, sudah kewajiban KITA sebagai Warga Negara utk melawannya,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['presiden aspek indonesia mbak anti investasi asing ubah invasi asing wajib warga negara lawan 0 0 0 0 0 0 0 0 0 0 0 0']	negative
â?¶Pkl 09.15 wib ; Kanit Binmas Ipda Mt. Hutasoit melaks Sambang dan menyampaikan pesan2 kamtibmas ttg pilgub dan pilkada 2018 kpd Karyawan BRI Ranting Muara DAMENRA SIHITE dkk di Desa Hutanagodang Kec. Muara Kab. Tap. Utara.	['09 15 indonesia barat kepala unit bina masyarakat inspektur polisi mt hutasoit laksana sambang pesan pesan aman tertib masyarakat pilih gubernur pilih kepala daerah 2018 karyawan bank rakyat indonesia ranting muara damenra silit kawan kawan desa hutanagodang camat muara kabupaten tap utara']	negative
â??fardu kifayahâ?? atau berhukum wajib dalam ajaran Islam. Pada pilpres mendatang, harus ada utusan dari kalangan santri yang disokong ulama untuk maju memimpin negeri.;,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['fardu kifayah hukum wajib ajar islam pilih presiden utus kalang santri sokong ulama maju pimpin negeri 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER Hah? Wah bangke emang nih truk'	['ha bangkai nih truk']	negative
Nahdliyin Minta Setop Penghinaan Terhadap Maruf Amin	['nahdliyin setop hina maruf amin']	negative
USER Risa baru saja pulang dari pelatihan khususnya ketika iris hazel miliknya menangkap siluet seorang gadis. Gadis yang sangat asing.\n\nBelum pernah Risa temui gadis ini sebelumnya di radio tempatnya tinggal dan bekerja ini. Maka dari itu R	['risa pulang latih iris hazel milik tangkap siluet gadis gadis asing risa temu gadis radio tempat tinggal r']	neutral
USER USER USER Hahahaha orang gila ngomong cak..??\nMakanya jangan terlalu banyak micin biar otak loe encer cong...\nNgomong ae ngawur muslim kamu itu muslim silit tau...babi.'	['haha orang gila bicara cak micin biar otak encer cong omong ngawur muslim muslim silit tau babi']	negative
muhammadiyahinggris jalin kerjasama pengendalian ekstrimisme	['muhammadiyah inggris jalin kerja kendali ekstrem']	positive
"BOT mau nanya. 'ich liebe dich' artinya apa? Yg jawab ntar BOT kasih aipet yg barusan nyemplung di jamban kuda (\xe2\x80\xa2\xcc\xaf\xcd\xa1_\xe2\x80\xa2\xcc\xaf\xcd\xa1 )"",0,1,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['bot ih liebe ih a inya bot kasih ipad barusan cemplung jamban kuda xe2 x80 xa2 xcc xaf xcd xa1 xe2 x80 xa2 xcc xaf xcd xa1 0 1 0 0 0 0 0 0 0 0 0 0']	negative
COPOT Darmin Nasution Menko Perekonomian BODOH yang turunkan daya beli sejak menjabat USER USER	['copot darmin nasution menteri ekonomi ekonomi bodoh turun daya beli jabat']	negative
RT USER: Bodo amat anjir bodo ngakak gua ngakak astagfirullah humor bet URL	['bodoh anjir bodoh tertawa gue tertawa astagfirullah humor banget uniform resource locator']	negative
USER Coba dedengkot JIN terus terang ke para ulama Saudi atau rilis ke publik tentang akidah JIN. Contoh, JIN tidak anggap kafir pemeluk Kristen, Hindu, Budha, dll; semua punya peluang masuk surga. \nAku yakin akan keluar fatwa dari Saudi: JIN adal,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['coba dedengkot jin terang ulama saudi rilis publik akidah jin contoh jin anggap kafir peluk kristen hindu buddha peluang masuk surga fatwa saudi jin adal 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER Atau seperti hujan lebat dari langit, bersama dengan gelap-gelita, dan guruh serta kilat; mereka menyumbat jarinya ke dalam telinga masing-masing dari mendengar suara petir, kerana mereka takut mati. (Masakan mereka boleh terlepas) sedang Allah me,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['sepe i hujan lebat langit gelap gelita guruh a kilat sumbat jari telinga dengar suara petir ranah takut mati masakan lepas allah me 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Cerdas dan konseptual	['cerdas konseptual']	positive
"USER ""Namaku Baek Yoon\xe2\x80\x94gi ...""\n\nUcapan terputus seiring dia mengerjap mata yang terasa mengantuk sedikit demi sedikit. Gigit bibirnya ragu karena dia ingin menggapai gelas sekali lagi untuk meminum sebagaimana wine yang ditinggal di m,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['nama yoon xe2 x80 x94gi ucap putus iring sergap mata antuk gigit bibir ragu gapai gelas minum wine tinggal 0 0 0 0 0 0 0 0 0 0 0 0']	negative
"// Aduh lucu banget adek kelas gue pas SMA laporan katanya ""bang hari ini kita field trip ke Taman Safari, heran dah (nyebut 1 nama temennya dia) mau arisan ama keluarganya aja bawa 1 sekolahan.""\n\nTai, arisan.',0,1,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['aduh lucu banget adik kelas gue pas lapor bang field trip taman safari heran sebut 1 nama teman arisan keluarga bawa 1 sekolah tai arisan 0 1 0 0 0 0 0 0 0 0 0 0']	negative
USER Gimana mainnya asw'	['main anjing']	negative
Warga Semarang Prihatin Kontroversi Puisi Gus Mus	['warga semarang prihatin kontroversi puisi gus mus']	neutral
Celeng nya bang acon susah bgt dah \xf0\x9f\x98\xa	['celeng nya bang acon susah banget xf0 x9f x98 xa']	negative
USER tapi kenapa kamu malah cari musuh! dasar peranakan cebong kampret!'	['cari musuh dasar ana cebong kampret']	negative
USER USER USER Yang juara ngibul kan junjungan kalian wahai bani kampret 212'	['juara tipu junjung bani kampret 212']	negative
USER Aku ga ada keturunan cina tapi aku sipit?'	['turun cina sipit']	negative
USER Tanya amin rais.. Dulu dia yg bikin kacau dan nyuruh reformasi. Pilkada salah satu hasilnya.	['amin rais bikin kacau suruh reformasi pilih kepala daerah salah hasil']	negative
Fahri Hamzah: Kalau Saya Jadi Presiden KPK Akan Saya Bubarkan URL	['fahri hamzah presiden komisi berantas korupsi bubar uniform resource locator']	negative
Dia takut banci tapi :( USER URL	['takut banci uniform resource locator']	negative
LINMAS WILAYAH TAWANGSARI, BULU &amp; WERU TERIMA PEMBEKALAN PAM PILKADA SERENTAK,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['lindung masyarakat wilayah tawangsari bulu amp lihat terima bekal pam pilih kepala daerah serentak 0 0 0 0 0 0 0 0 0 0 0 0']	neutral
USER KENAPA BOLOT'	['bolot']	negative
Doi tuh native speaker ya.\n\nMother language-nya english.\n\nKomen dijaga dong bangsad'	['native speaker ya mother language nya english komen jaga bangsat']	negative
Kita-kita biasa aja dengan pernyataan yang ada. Ga ngerasa bangke.'	['nyata bangkai']	negative
"Uname absurd bahkan first impression gak akan bikin enak imaginenya, dan gak ganteng typing pas dicoba eue di dm enak banget. Berharap di dm lagi ternyata enggak sama sekali:"")',0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['nama guna absurd first impression bikin enak imajinasi ganteng etik pas coba ngewe direct message enak banget harap direct message 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER USER Admin.. Bukan presiden.. Tapi pm	['admin presiden pm']	neutral
RT USER: Stw singaraja suka kontol URL	['stw singaraja suka kontol uniform resource locator']	negative
USER USER USER kafir haram jadi pemimpin nyet'	['kafir haram pimpin monyet']	negative
Shio baekhyun itu Monyet'	['shio baekhyun monyet']	positive
USER Pernah ngelakuin dosa apa ya anis dan sandi sampe di bully dan di rendahkan terus2an. Padahal masih bnyk orng yg jahat dan licik yg sebenarny lebih pantas di bully dan rendahkan. Dunia memang kejam kawan. \xf0\x9f\x98\xa7'	['dosa ya anis sandi bully rendah terus orang jahat licik bully rendah dunia kejam kawan xf0 x9f x98 xa7']	negative
USER om kalo memang om belajar agama budha atau hindu yg bener seharusnya ga bgini. Coba belajar yg bener ya sebelum buka mulut	['om om ajar agama buddha hindu coba ajar ya buka mulut']	negative
USER Ikut pengalaman yg tak seberapa kerja part time dengan cina lebih best dari kerja dengan melayu. Haha.'	['alam kerja time cina best kerja melayu haha']	negative
USER aku gakuat karna jijik makanya ku cepetin \xf0\x9f\x98\x8c berasa kita yg dikejar2 yaaa sampe mau napas aja jadi sungkan wkwkwk'	['kuat jijik ku cepat xf0 x9f x98 x8c asa kejar kejar ya napas sungkan wkwk']	negative
RT USER Bubarkan DPR BUBARKAN.. SAVEKPK	['bubar dewan wakil rakyat bubar save komisi berantas korupsi']	negative
Gua daiping mampus lu junedi'	['gue diving mampus junedi']	negative
RT USER: Suciwati: Revolusi Mental Jokowi Omong Kosong/Bualan. Jika Setuju RT &amp; Comment URL	['suciwati revolusi mental jokowi omong kosong bual tuju amp komen uniform resource locator']	neutral
"Saya juga pernah marahin seorang rp yang panggil saya sipit waktu jadi Hoshi. Atau yang suka tanya ""matanya mana?""\nSepele? Tidak ah. Itu kan bagian dari fisik.\nMungkin kalau dipakai untuk definisi, macam: Hoshi itu yang memiliki mata sipit; boleh deh.,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['marah rupiah panggil sipit hoshi suka mata sepele ah fisik pakai definisi hoshi milik mata sipit deh 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER Jangan jangan otak makelar penjual asset negara apa maling asset negara ? \xf0\x9f\x91\x89USER pertamina di jual mau di isi TKA dari Tiongkok \xe2\x9d\x93#2019GantiPresiden \nURL	['otak makelar jual aset negara maling aset negara xf0 x9f x91 x89 pe amina jual isi tenaga kerja asing tiongkok xe2 x9d x93 2019 ganti presiden nurl']	negative
USER Akun Siti Fatimah &amp; yg komen di lamannya, diringkes semua aja...parah &amp; bejat. Memalukan...!!! Bp USER ...semoga sehat selalu, tetap sabar , &amp; semangat terus suarakan kebenaran....',1,1,1,0,0,0,0,0,1,1,0,0;;;;;;;;;;;;	['akun siti fatimah amp komen laman ringkas parah amp bejat malu moga sehat sabar amp semangat suara benar 1 1 1 0 0 0 0 0 1 1 0 0']	negative
USER USER USER Bawang putih itu sdg kafir haram lagi..\nHiks.hiks..hiks'	['bawang putih kafir haram his hiks hiks']	negative
Setuju ahokers lengserkan ke prabon jokowi daripada ancurin penjara ga karuan.. URL	['tuju ahoker lengser prabowo jokowi hancur penjara karuan uniform resource locator']	negative
RELAWAN JOIN ADALAH SEBUAH GERAKAN ARUS BAWAH yg MERINDUKAN KEPEMIMPINAN NASIONAL DARI NASIONALIS + ISLAM MODERAT..; ; #CakIminTheNextWapres ; #JOIN2019 ; ; USER USER USER USER USER USER USER USER	['rawan join gera arus rindu pimpin nasional nasionalis islam moderat cak imin the next wakil presiden join 2019']	neutral
USER onta tu nsd??'	['onta nsd']	negative
USER Umpannya pake apaan tu biar mancing dpt buaya?'	['umpan pakai biar mancing buaya']	positive
USER USER USER USER USER USER USER USER USER USER USER USER USER Komunis kok berabtad PKI? Kecoak makan kecoak dong?'	['komunis abad partai komunis indonesia kecoak makan kecoak']	negative
Retweeted ikko pribumi kawe (USER):; ; Horas Horas Horas !!; ; Dengan menggunakan kapal feri Presiden mengunjungi pulau samosir dlm rangkaian kunjungan kerja ; ; Presiden di sambut dgn upacara adat samosir dg pekikan Horas Horas Horas ; ; USER	['retweeted ikko pribumi tiru horas horas horas kapal feri presiden unjung pulau samosir rangkai kunjung kerja presiden sambut upacara adat samosir pekik horas horas horas']	neutral
USER as clara\n- anak pinter\n- dongo\n- paling koplak\n- cantik tapi idot :(\n- gatau malu \n- urat malu putus\n- butt dia muka nya imut bgt'	['as clara anak pintar dongok kocak cantik idot tau malu urat malu putus butt muka nya imut banget']	negative
"Menag USER minta riset PTKIN jgn hanya berorientasi publikasi artikel di Scopus dan sejenisnya. Namun, outputnya hrs bisa jawab tantangan umat Islam"". PTKIN perlu buat pangkalan data sbg rujukan pembangunan. Misal database ulama Nusantara shg g,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['menteri agama riset guru agama islam negeri orientasi publikasi a ikel scopus jenis keluar tantang umat islam guru agama islam negeri pangkal data rujuk bangun database ulama nusantara 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Presiden paling buruk dalam sejarah bangsa2 cebong'	['presiden buruk sejarah bangsa bangsa cebong']	negative
Me nusantara kan dlm arti nasionalisasi assets yg dikuasai asing hny bisa dilakukan pemimpin yg sungguh nasionalis patriotis.\n\nNusantara versi proxy hny bertujuan lemahkan ketahanan nusantara/nasional suatu bangsa'	['me nusantara a i nasionalisasi aset asai asing pimpin sungguh nasionalis patriotik nusantara versi proxy be uju lemah tahan nusantara nasional bangsa']	negative
USER Remukan rengginang cocot ah'	['remuk rengginang cocot ah']	positive
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER	['']	negative
USER Sudah diadopsi pemerintah pusat juga nich. ; ð??»;	['adopsi perintah pusat nih']	negative
USER USER ..... Pak Prof. ..... Jangan pak Prof. Bilang itu cuma soal pendapat.... Itu tdk benar karena disampaikan di forum terbuka.... Itu ngaco dan tdk bisa di biarkan.... Pak Prof. Sebagai pemuka agama dan sebagai Ulama harusnya melur	['prof prof bilang dapat forum buka kacau biar prof muka agama ulama melur']	negative
USER USER Biadab tuh oknum aparat keparat'	['biadab oknum aparat keparat']	negative
USER Hahahaha jancuk'	['haha jancuk']	negative
USER Untung aku kunti.g'	['untung kunti']	positive
Wuakkakaa.. mampuss!! ga salah gue diblock dia sejak jaman Jokowi Ahok nyagub. Gaya lo toong.. toong.. Anies sandi URL	['wkwk mampus salah gue blok jaman jokowi ahok calon gubernur gaya intip intip anies sandi uniform resource locator']	negative
Dan dari orang asing yang ngobrol karena bosen nunggu transit akhirnya jadi temenan sampe sekarang :)'	['orang asing obrol bosan tunggu transit teman']	negative
USER USER USER USER Itu dia mata picek... Matanya cuma lihat sebelah...'	['mata picek mata lihat belah']	neutral
USER USER Maaf sebenarnya twiter pertama kali dbuat bukan buat orang bego'	['maaf twitter pe kali orang bego']	negative
USER Ha ha kocak ...kalabong emang dungu'	['kocak kalabong dungu']	negative
Mengenal Walpri Perempuan dalam Pilkada Bondowoso â?? Radar Jember	['kenal awal pribadi perempuan pilih kepala daerah bondowoso radar jember']	neutral
USER USER USER Disana mayoritas Budha. Ada jg pendetanya yg ikut Demo. Kau googling lah video demo di Thailand biar tau.'	['mayoritas buddha pendeta demo googling video demo thailand biar tau']	negative
USER USER Begitulah cara komunis bermain.'	['komunis main']	negative
suka kesel sama orang yang pas gua jadian confess ke gua giliran gua jomlo malah pada kemana tau NGOMONG SAMA SILIT'	['suka kesal orang pas gue jadi confess gue gilir gue jomlo mana tau bicara silit']	positive
"Kita balas di sini gima kita usir budha ""USER: Kurang Ajar, Etnis Muslim Rohingya Disingkirkan dari Data Sensus Penduduk Myanmar,1,0,0,1,1,0,0,0,0,0,0,1;;;;;;;;;;;;"	['balas usir buddha ajar etnis muslim rohingya singkir data sensus duduk myanmar 1 0 0 1 1 0 0 0 0 0 0 1']	negative
Astagfirullah mata gw ternodai \nTerkutuk kau yg ngert bokep \xf0\x9f\x98\xad[]'	['astagfirullah mata gue noda kutuk nge bokep xf0 x9f x98 xad']	negative
allah tidak memanggil orang yang mamputetapi allah akan memampukan siapa saja yang mauyang rinduyang yakin ke baitullah	['allah panggil orang allah mampu rindu baitullah']	positive
PENGOBATAN MONYET KEDIH URL	['obat monyet kedih uniform resource locator']	negative
USER pergi lo bangkai'	['pergi bangkai']	negative
Kebingungan akan apa yang bisa ditoleransi dan enggak bikin Gw mikir itulah alasan kenapa dalam Katolik ada Paus sebagai Wakil Kristus'	['bingung toleransi bikin gue pikir alas katolik paus wakil kristus']	positive
USER || Itu... udah... ketawa kunti...'	['tertawa kunti']	negative
Aamiin ya rabb.. Tolong USER Indonesia ya Alah dgn yg lebiiihhhh baik..	['amin ya rabi tolong indonesia ya alah lebiiihhhh']	neutral
RT USER: Ustadz PKS Yudi Widiana nilep duit pk bahasa agama Juz &amp; Liqo Felix Kwetiauw &amp; alumni 212 pd mingkem &amp; pura2 budek..giliran Bu\xe2\x80\xa6'	['ustaz partai adil sejahtera yudi widiana tilap duit bahasa agama juz amp liqo felix kwetiau amp alumni 212 diam amp pura pura budek gilir bu xe2 x80 xa6']	negative
USER Amin... Smoga Istiqomah...\nJgn khawatir cibiran org anggap aja ujian..\nIngat banyak org2 yg dulunya masalahnya suram bahkan kafir sekalipun kemudian taubat dan menjadi tokoh pejuang agama Islam...'	['amin moga istikamah khawatir cibir orang anggap uji orang orang dulunya suram kafir taubat tokoh juang agama islam']	negative
Video call dengan Pak Gubernur USER yang sedang dinas ke Istanbul, Turkey. Dalam video call ini saya melaporkan yang pertama ialah tempat hiburan malam Karaoke Sense &amp; Diskotik Exotic telah ditutup secara hormat tanpa harus keras, dibantu ole,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['video call gubernur dinas istanbul turki video call lapor pe hibur malam karaoke sense amp diskotik eksotik tutup hormat keras bantu ole 0 0 0 0 0 0 0 0 0 0 0 0']	neutral
USER ITULAH si ahok kutil babi	['sih ahok kutil babi']	negative
USER kenapa Sukarno tidak di konotasikan juga rejim anti demokrasi\ndg embel2 presiden seumur hidup?'	['soekarno konotasi rejim anti demokrasi ndg embel embel presiden umur hidup']	negative
Hajar ndan.. ganyang PKI URL	['hajar ganyang partai komunis indonesia uniform resource locator']	negative
Bangke sampe kg bsa tidur siang :('	['bangkai kg tidur siang']	negative
Pak jokowi kasian jg goregan PBB	['jokowi kasihan goreng pbb']	negative
USER Amiinnnn; Dan Semoga Pak Jokowi jadi presiden lagi.	['amin moga jokowi presiden']	neutral
Kapolri USER harusnya mundur dari jabatannya...	['kepala polisi republik indonesia mundur jabat']	neutral
Berdayakan Ekonomi Pesantren Ulama Jawa Barat Dukung Jokowi di Pilpres 2019; #TetapJokowi2019	['daya ekonomi pesantren ulama jawa barat dukung jokowi pilih presiden 2019 jokowi 2019']	neutral
Semangat Terus Pak USER. ; Kantor Staf Presiden Harus Terdepan Publikasikan Semua Kegiatan Presiden Supaya Rakyat Tau Bahwa Presiden Kerja Keras Membangun Bangsa ini, kerja.. kerja.. kerja; USER USER; USER USER,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['semangat kantor staf presiden depan publikasi giat presiden rakyat tau presiden kerja keras bangun bangsa kerja kerja kerja 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER DARIPADA COCOT'	['cocot']	negative
USER USER USER USER Kristen Nusantara pasti ada conth HKBP Huria Krsten Batak Protestan; GKJ Greja Kristen Jawa; Gereja Pasundan; Gereja Manado; Gereja Maluku; Gereja Papua; dll. Masing2 punya ciri khas sesuai tradisi suku masing	['kristen nusantara contoh huria kristen batak protestan huria kristen batak protestan gereja kristen jawa gereja kristen jawa gereja pasundan gereja manado gereja malu gereja papua ciri khas sesuai tradisi suku']	negative
RT USER USER USER Baru 3tahun dah segitu ya bentar lagi lewat utang sby njiiieng	['ya bentar utang susilo bambang yudhoyono njiiieng']	neutral
USER USER USER USER USER USER USER USER USER USER USER USER USER USER Freeport takkan berdiam saja setelah negisiasi kalah..	['freepo diam negosiasi kalah']	negative
Negara kayak menipu bocah SD aje.. Dokumennya hilang ... Fuih..	['negara kayak tipu bocah sekolah dasar dokumen hilang huh']	negative
Allah SWT yang disembah dungu & biadab ya PERCUMA	['allah subhanahu wa taala sembah dungu biadab ya']	negative
RT USER ogah prabowo+pak gatot baru ok	['ogah prabowo gatot oke']	neutral
Perbanyaklah membaca CERDAS biar gak dicap goblok :v\n\n#just_kidding\nNB : hanya orang dengan IQ diatas rata-rata yang mengerti tulisan di atas :v'	['banyak baca cerdas biar cap goblok v just kidding maaf balas orang intelligence quotient menge i tulis v']	negative
USER Burik. Iya yg gitu burik panuan kutuan jamuran. Hah emang rang ajar.'	['burik iya burik panuan kutu jamur ha rang ajar']	negative
USER We jancuk ngapain aku belajar'	['we jancuk ajar']	negative
Amin Rais himbau masyarakat jangan sampai salah memilih pemimpin.	['amin rais himbau masyarakat salah pilih pimpin']	negative
Jd cowo banyak bacot amat si ajg mau gua gampar aja rasanya []'	['cowok bacot sih anjing gue gampar']	negative
Rizal Ramli: Mayoritas Masyarakat Tak Mau Beri Kesempatan Kedua Untuk Jokowi #KlikRMOL #capresrakyat	['rizal ramli mayoritas masyarakat sempat jokowi klik rmol calon presiden rakyat']	neutral
#ILCBoedionoCentury ketika ini terjadi, saya ikuti kasus ini cukup intens. Meski sekarang agak lupa...; Tapi kuncinya kita cuma butuh 2019 Ganti Presiden! Itu...,1,0,1,0,0,0,0,0,1,1,0,0;;;;;;;;;;;;	['indonesia lawyers club boediono century ikut intens lupa kunci butuh 2019 ganti presiden 1 0 1 0 0 0 0 0 1 1 0 0']	neutral
Maju Gubernurnya Sengsara Relawannya	['maju gubernur sengsara rawan']	negative
"Mngkin sya bkan org baik,dan sya tidak perlu di anggap baik.paling tdk sya tdk munafik dgn berpura""baik.karena yg terpenting sya bisa berbuat baik',0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['orang anggap munafik pura penting buat 0 0 0 0 0 0 0 0 0 0 0 0']	negative
